pdb	cv_cdr_h3	cv_iptm	mean_cdr_h3_rmsd	mean_iptm	mean_dockq_ha	variance_ratio
9m6j	0.35154106695655524	0.12796400016078394	1.86078	0.7719640493392944	0.019146452796946302	2.7471872285553096
9m6o	0.2847599260376695	0.014321197973002684	2.0407800000000003	0.8510621786117554	0.019558034068717	19.88380626917377
9mer	0.0727451365230588	0.060841799053999356	2.59988	0.6360172986984253	0.06432360550036242	1.1956440745365664
9mev	0.5016424006786386	0.08611215507461278	1.6686	0.7850876688957215	0.03272132438711674	5.825454028458413
9mic	0.30284768510201293	0.02284083598145382	1.64782	0.9046138286590576	0.819940803535062	13.259045568556141
9mid	0.49620360231015603	0.012823487550869839	4.06414	0.8132769584655761	0.6250987690080485	38.69490264187122
9mif	0.08912038010121974	0.010432889589051583	2.93256	0.9113567233085632	0.7800109579591847	8.542252780547384
9mj3	0.12108700559437988	0.013621932364348794	3.8217399999999997	0.8743929147720337	0.45291699056996426	8.88912104065997
9ml8	0.16886916139282568	0.06659586926430335	2.65258	0.6454517364501953	0.057710109019466396	2.535730267633022
9mqv	0.25130983024946246	0.07338950761015925	8.73122	0.5645551085472107	0.16562456694099628	3.424329150488453
9mxi	0.019526605155803498	0.026150066000701983	3.81248	0.9603224039077759	0.04690725037925952	0.7467134176747132
9n8i	0.5732429520115081	0.005866160770380668	1.5932	0.6165300250053406	0.03404157271447546	97.72029346790458
9n8n	0.18044562465987748	0.12162249098819247	1.9576799999999999	0.5575928211212158	0.0031920131978315004	1.4836534196409097
9ncd	0.06713528417842275	0.05463241287628827	4.46072	0.8411401033401489	0.056275840212776096	1.2288544591732835
9njy	0.21536042662890084	0.05650307867325936	1.1938	0.7852044701576233	0.6766630362123269	3.811481280060272
9npi	0.08972580288744268	0.08877946501049148	6.627719999999999	0.8035760402679444	0.047767592458203126	1.0106594230640988
9oar	0.3141719374468218	0.003049582729235203	3.01052	0.8945682406425476	0.8335483380405253	103.02128695672808
9obn	0.031104208228345837	0.029030595480175714	3.74446	0.8867454528808594		1.0714285295865233
9pi9	0.13102718971977745	0.09112348241718388	2.7369399999999997	0.6284664869308472	0.0078420477621305	1.437908058867915
9pru	0.13248141681407594	0.07825619415420362	1.52726	0.7101303339004517		1.692919241038245
9pzi	0.12262616002935442	0.0228493317844728	3.7422599999999995	0.9616559863090515	0.04821438094001024	5.36672849718453
9q8l	0.6734638193031527	0.10845706824879332	4.8198	0.6824434161186218	0.03895229730031136	6.209496809910732
9qrv	0.1373108132699207	0.03213352984179811	0.8781800000000001	0.8403887629508973	0.8072290500867204	4.273131957364729
9rit	0.03985731965283501	0.08648660884356123	4.3025199999999995	0.7762528419494629	0.08622353826663992	0.4608496064972296
9riu	0.13096749303764132	0.002963910914927134	0.76178	0.9631570458412171		44.18739186054824
9rm2	0.1345632030982053	0.08072099489154218	3.5960799999999997	0.57157963514328		1.6670161620159196
9rn6	0.07524948824533215	0.06346329948256778	4.46048	0.8818547248840332	0.46242157112949417	1.1857166087937459
9th6	0.18020313903885052	0.45878535768651985	3.1105	0.49007125198841095	0.00781586382734034	0.39278310874511435
9u8g	0.2681628921255878	0.04340342467781249	1.6865999999999999	0.8376075148582458	0.7434127235699599	6.178380948420199
9uk5	0.15316260730037215	0.058306217073607884	5.33936	0.7545776486396789	0.230019742690693	2.6268657955808403
9uvi	0.09955259795397056	0.012812608174492528	1.4738	0.9098073840141296	0.6312552294458798	7.769893264367586
9uzb	0.11152019481915618	0.1016798449241866	2.50854	0.7815985441207886	0.11087837852707236	1.0967777822862204
9uzc	0.08330864570555854	0.03257447614083421	2.35948	0.702261221408844	0.09177136042533866	2.5574822859891144
9uzd	0.21998882305889472	0.0832562141934139	2.1341200000000002	0.6436501145362854	0.07505815665699078	2.642311149866063
9uze	0.15173880655993882	0.12112121578401057	2.30758	0.6667879462242127	0.1320535595207623	1.2527847047913314
9uzf	0.10100866179241746	0.09876784473985589	2.37028	0.738563072681427	0.15461691153216967	1.022687718441803
9uzg	0.08947492256465081	0.030426110573829837	2.58784	0.7846951842308044	0.10933290522346854	2.940728238909713
9uzh	0.07980125820170927	0.049769631096897346	2.3299	0.7695885419845581	0.2010971066026741	1.6034126924980183
9uzi	0.10407096816278072	0.1016798449241866	2.56612	0.7815985441207886	0.09861465905557308	1.0235161967484998
9vdy	0.17292313375486196	0.030441231096865938	1.9181800000000002	0.541922390460968	0.0045307387209760006	5.6805565190385865
9vdz	0.15594911002275827	0.07553624685533841	1.7974800000000002	0.578655993938446		2.064559949892941
9vjj	0.2711703621245676	0.18319818812636562	3.6994599999999997	0.7334741353988647		1.480202205589069
9vp0	0.1357787619669469	0.041101346175547865	5.43258	0.7403969168663025	0.24150520656144212	3.303511310481719
9y0a	0.3766766350704404	0.10291724569149209	3.52644	0.7176822066307068	0.05029417183528784	3.6599952956337165
9yio	0.265042208232082	0.04056832037439144	3.8803399999999995	0.7896169304847718	0.0176337664629754	6.533230998623957
