pdb	seed_dir	cdr_h3_rmsd	fw_rmsd	cdr_h3_len	has_light
8s0l	seed_958682846	1.3571	0.4118	21	False
8s0n	seed_1181241943	1.8471	0.4081	21	False
8s0n	seed_1812140441	1.9349	0.4593	21	False
8s0n	seed_2746317213	2.0919	0.3778	21	False
8s0n	seed_3163119785	1.7345	0.3953	21	False
8s0n	seed_958682846	1.9307	0.4582	21	False
8s6m	seed_1181241943	1.7903	1.7701	16	True
8s6m	seed_1812140441	5.3805	5.4021	16	True
8s6m	seed_2746317213	2.8476	2.4788	16	True
8s6m	seed_3163119785	3.4151	4.1328	16	True
8s6m	seed_958682846	2.6831	3.1478	16	True
8s79	seed_1181241943	0.6924	0.6104	8	False
8s79	seed_1812140441	0.5775	0.6557	8	False
8s79	seed_2746317213	0.6548	0.5529	8	False
8s79	seed_3163119785	0.5996	0.5512	8	False
8s79	seed_958682846	0.7084	0.5347	8	False
8sdf	seed_1181241943	5.356	6.7172	20	True
8sdf	seed_1812140441	9.8875	6.4292	20	True
8sdf	seed_2746317213	8.6673	6.3843	20	True
8sdf	seed_3163119785	4.2055	6.4441	20	True
8sdf	seed_958682846	6.0994	6.6066	20	True
8sfs	seed_1181241943	0.9316	1.137	20	False
8sfs	seed_1812140441	1.1153	1.1254	20	False
8sfs	seed_2746317213	1.4875	1.1602	20	False
8sfs	seed_3163119785	0.874	1.3558	20	False
8sfs	seed_958682846	1.0995	1.0919	20	False
8sfx	seed_1181241943	0.7252	0.5861	17	False
8sfx	seed_1812140441	0.7359	0.6263	17	False
8sfx	seed_2746317213	0.5538	0.5764	17	False
8sfx	seed_3163119785	0.4544	0.8242	17	False
8sfx	seed_958682846	0.6349	0.5746	17	False
8sfz	seed_1181241943	4.9232	0.3304	17	False
8sfz	seed_1812140441	4.1208	0.3772	17	False
8sfz	seed_2746317213	2.5144	0.3802	17	False
8sfz	seed_3163119785	3.3602	0.3374	17	False
8sfz	seed_958682846	2.754	0.3258	17	False
8sgn	seed_1181241943	6.8419	9.8242	13	True
8sgn	seed_1812140441	1.1071	1.6724	13	True
8sgn	seed_2746317213	1.6788	2.086	13	True
8sgn	seed_3163119785	2.2151	1.6507	13	True
8sgn	seed_958682846	0.9692	1.4253	13	True
8siq	seed_1181241943	3.349	1.8112	21	True
8siq	seed_1812140441	6.8341	6.9638	21	True
8siq	seed_2746317213	7.728	7.2159	21	True
8siq	seed_3163119785	7.1631	6.8019	21	True
8siq	seed_958682846	3.9412	2.1257	21	True
8sk5	seed_1181241943	1.8637	1.4296	19	False
8sk5	seed_1812140441	2.1234	1.6975	19	False
8sk5	seed_2746317213	2.0754	2.3696	19	False
8sk5	seed_3163119785	1.9298	1.3891	19	False
8sk5	seed_958682846	3.6726	1.2266	19	False
8slb	seed_1181241943	8.937	0.9523	23	True
8slb	seed_1812140441	6.6116	0.8541	23	True
8slb	seed_2746317213	11.4586	3.2309	23	True
8slb	seed_3163119785	8.2642	0.9653	23	True
8slb	seed_958682846	9.854	0.8502	23	True
8sos	seed_1181241943	3.1693	0.8653	20	False
8sos	seed_1812140441	2.9618	0.8215	20	False
8sos	seed_2746317213	3.0622	0.8577	20	False
8sos	seed_3163119785	3.1088	0.8895	20	False
8sos	seed_958682846	3.0578	0.8297	20	False
8sow	seed_1181241943	0.7335	2.1117	8	False
8sow	seed_1812140441	0.615	2.0742	8	False
8sow	seed_2746317213	28.1804	16.2412	8	False
8sow	seed_3163119785	34.6477	16.7777	8	False
8sow	seed_958682846	27.0803	18.3762	8	False
8soz	seed_1181241943	25.379	14.88	8	False
8soz	seed_1812140441	25.2692	14.9902	8	False
8soz	seed_2746317213	27.5534	15.1395	8	False
8soz	seed_3163119785	23.6277	14.7248	8	False
8soz	seed_958682846	0.8399	0.6006	8	False
8szy	seed_1181241943	0.7351	1.334	10	True
8szy	seed_1812140441	1.1003	1.2311	10	True
8szy	seed_2746317213	1.0491	1.5646	10	True
8szy	seed_3163119785	1.2122	1.5541	10	True
8szy	seed_958682846	1.5382	1.9823	10	True
8tbb	seed_1181241943	6.4739	4.2831	16	True
8tbb	seed_1812140441	6.7352	4.7542	16	True
8tbb	seed_2746317213	9.5626	5.2261	16	True
8tbb	seed_3163119785	4.9001	5.4062	16	True
8tbb	seed_958682846	6.9583	4.8699	16	True
8tft	seed_1181241943	5.6848	8.2085	15	True
8tft	seed_1812140441	2.2934	1.6798	15	True
8tft	seed_2746317213	1.8472	1.2833	15	True
8tft	seed_3163119785	2.2854	1.4954	15	True
8tft	seed_958682846	5.8429	8.3078	15	True
8trs	seed_1181241943	1.4982	1.7519	8	True
8trs	seed_1812140441	1.5241	2.0009	8	True
8trs	seed_2746317213	0.9072	1.1094	8	True
8trs	seed_3163119785	1.1775	1.1364	8	True
8trs	seed_958682846	0.65	0.7712	8	True
8ts0	seed_1181241943	4.4755	4.8126	15	True
8ts0	seed_1812140441	1.4379	0.9551	15	True
8ts0	seed_2746317213	0.9052	0.9076	15	True
8ts0	seed_3163119785	1.2459	0.9147	15	True
8ts0	seed_958682846	1.2475	0.9141	15	True
8tuz	seed_1181241943	2.5121	1.0901	15	True
8tuz	seed_1812140441	2.6017	1.3025	15	True
8tuz	seed_2746317213	5.1945	4.2245	15	True
8tuz	seed_3163119785	5.1414	4.3707	15	True
8tuz	seed_958682846	4.916	4.3848	15	True
8tv3	seed_1181241943	1.2137	1.0609	14	True
8tv3	seed_1812140441	1.0118	1.0153	14	True
8tv3	seed_2746317213	1.9754	1.2536	14	True
8tv3	seed_3163119785	0.9881	0.9989	14	True
8tv3	seed_958682846	1.1507	1.2738	14	True
8u08	seed_1181241943	4.607	6.0161	22	True
8u08	seed_1812140441	1.5616	2.4117	22	True
8u08	seed_2746317213	1.5027	2.4188	22	True
8u08	seed_3163119785	1.8686	2.4348	22	True
8u08	seed_958682846	4.0942	5.1802	22	True
8u3s	seed_1181241943	1.5214	1.063	11	False
8u3s	seed_1812140441	1.7203	0.9827	11	False
8u3s	seed_2746317213	1.0404	0.9493	11	False
8u3s	seed_3163119785	1.4302	1.0783	11	False
8u3s	seed_958682846	1.396	1.0369	11	False
8udz	seed_1181241943	6.0762	4.8861	14	True
8udz	seed_1812140441	7.4748	5.3179	14	True
8udz	seed_2746317213	4.0048	5.3731	14	True
8udz	seed_3163119785	5.9242	3.4443	14	True
8udz	seed_958682846	8.6257	6.1881	14	True
8uky	seed_1181241943	2.019	1.8082	11	True
8uky	seed_1812140441	4.0754	5.0522	11	True
8uky	seed_2746317213	1.9011	2.0631	11	True
8uky	seed_3163119785	3.8897	4.8168	11	True
8uky	seed_958682846	3.8709	4.5529	11	True
8up2	seed_1181241943	5.3025	0.6128	11	True
8up2	seed_1812140441	5.1723	0.4769	11	True
8up2	seed_2746317213	5.1814	0.5828	11	True
8up2	seed_3163119785	5.2735	0.6321	11	True
8up2	seed_958682846	4.733	0.6865	11	True
8urf	seed_1181241943	4.918	4.6526	11	True
8urf	seed_1812140441	5.3003	5.1215	11	True
8urf	seed_2746317213	5.5369	5.1412	11	True
8urf	seed_3163119785	5.0721	4.6834	11	True
8urf	seed_958682846	1.3364	0.9121	11	True
8uvy	seed_1181241943	5.1479	0.8123	10	False
8uvy	seed_1812140441	4.9818	0.755	10	False
8uvy	seed_2746317213	5.103	0.8015	10	False
8uvy	seed_3163119785	4.3512	0.7154	10	False
8uvy	seed_958682846	3.9798	0.744	10	False
8uw2	seed_1181241943	7.3396	1.5656	10	False
8uw2	seed_1812140441	4.2492	0.7275	10	False
8uw2	seed_2746317213	4.2484	0.7169	10	False
8uw2	seed_3163119785	4.311	0.6492	10	False
8uw2	seed_958682846	5.3456	0.7962	10	False
8uw7	seed_1181241943	4.6966	0.6637	10	False
8uw7	seed_1812140441	4.0951	0.597	10	False
8uw7	seed_2746317213	5.7925	0.7807	10	False
8uw7	seed_3163119785	4.9887	0.7009	10	False
8uw7	seed_958682846	4.4184	0.6597	10	False
8uw9	seed_1181241943	4.1924	0.5549	10	False
8uw9	seed_1812140441	4.4491	0.5818	10	False
8uw9	seed_2746317213	3.91	0.5586	10	False
8uw9	seed_3163119785	4.7981	0.5051	10	False
8uw9	seed_958682846	5.016	0.6318	10	False
8v13	seed_1181241943	2.5441	5.7684	11	True
8v13	seed_1812140441	1.7902	4.4167	11	True
8v13	seed_2746317213	6.2306	9.131	11	True
8v13	seed_3163119785	5.8733	8.9939	11	True
8v13	seed_958682846	2.3393	4.459	11	True
8v52	seed_1181241943	1.3172	1.4414	10	True
8v52	seed_1812140441	1.2087	1.2672	10	True
8v52	seed_2746317213	2.4563	3.5834	10	True
8v52	seed_3163119785	1.3392	1.3295	10	True
8v52	seed_958682846	1.5382	1.4238	10	True
8v5q	seed_1181241943	1.2279	1.0701	15	True
8v5q	seed_1812140441	4.2763	6.3986	15	True
8v5q	seed_2746317213	0.7318	1.1411	15	True
8v5q	seed_3163119785	0.9411	0.9928	15	True
8v5q	seed_958682846	1.1755	1.0803	15	True
8vrs	seed_1181241943	34.0013	18.2366	8	False
8vrs	seed_1812140441	33.1583	17.7741	8	False
8vrs	seed_2746317213	33.1817	18.3216	8	False
8vrs	seed_3163119785	35.5612	19.0973	8	False
8vrs	seed_958682846	34.6725	17.9763	8	False
8vtd	seed_1181241943	1.0433	0.976	12	True
8vtd	seed_1812140441	3.7297	3.8729	12	True
8vtd	seed_2746317213	3.8204	3.4354	12	True
8vtd	seed_3163119785	1.2038	1.5818	12	True
8vtd	seed_958682846	1.598	1.3957	12	True
8vte	seed_1181241943	0.8148	1.2738	16	True
8vte	seed_1812140441	0.4694	1.1355	16	True
8vte	seed_2746317213	0.5075	1.0564	16	True
8vte	seed_3163119785	0.6728	1.1931	16	True
8vte	seed_958682846	1.0397	1.3266	16	True
8vui	seed_1181241943	1.0841	1.3929	10	True
8vui	seed_1812140441	0.5831	0.8862	10	True
8vui	seed_2746317213	3.9708	3.9154	10	True
8vui	seed_3163119785	0.4348	0.8545	10	True
8vui	seed_958682846	1.311	1.4823	10	True
8vvl	seed_1181241943	2.243	1.0123	14	True
8vvl	seed_1812140441	2.3976	0.9892	14	True
8vvl	seed_2746317213	1.9663	1.4962	14	True
8vvl	seed_3163119785	2.351	0.8823	14	True
8vvl	seed_958682846	2.5475	0.9689	14	True
8w0w	seed_1181241943	1.2299	1.397	18	True
8w0w	seed_1812140441	0.9015	1.0637	18	True
8w0w	seed_2746317213	1.2717	1.2276	18	True
8w0w	seed_3163119785	5.1884	4.3213	18	True
8w0w	seed_958682846	1.1343	1.3871	18	True
8w90	seed_1181241943	2.6857	0.5953	17	False
8w90	seed_1812140441	2.5142	0.5821	17	False
8w90	seed_2746317213	2.6299	0.5789	17	False
8w90	seed_3163119785	2.8725	0.5978	17	False
8w90	seed_958682846	3.7886	0.5477	17	False
8weo	seed_1181241943	2.3228	1.6436	14	False
8weo	seed_1812140441	2.2112	1.6483	14	False
8weo	seed_2746317213	2.3738	1.7422	14	False
8weo	seed_3163119785	2.8427	1.8893	14	False
8weo	seed_958682846	3.0063	1.9973	14	False
8x0t	seed_1181241943	2.6359	0.931	19	True
8x0t	seed_1812140441	2.2808	1.2688	19	True
8x0t	seed_2746317213	2.6184	1.0689	19	True
8x0t	seed_3163119785	2.1877	1.1109	19	True
8x0t	seed_958682846	8.2906	9.4479	19	True
8x0y	seed_1181241943	1.0809	1.6217	9	True
8x0y	seed_1812140441	1.0413	1.7941	9	True
8x0y	seed_2746317213	1.1781	1.8275	9	True
8x0y	seed_3163119785	1.1187	1.3449	9	True
8x0y	seed_958682846	0.8779	1.4631	9	True
8xk6	seed_1181241943	0.8447	0.2982	13	True
8xk6	seed_1812140441	0.9044	0.3857	13	True
8xk6	seed_2746317213	2.5631	0.4843	13	True
8xk6	seed_3163119785	0.7606	0.5083	13	True
8xk6	seed_958682846	0.9341	0.3466	13	True
8y9t	seed_1181241943	1.4412	0.5068	19	False
8y9t	seed_1812140441	1.755	0.5003	19	False
8y9t	seed_2746317213	1.5579	0.5342	19	False
8y9t	seed_3163119785	2.1561	0.5245	19	False
8y9t	seed_958682846	1.6799	0.5078	19	False
8ybl	seed_1181241943	1.7454	0.571	21	False
8ybl	seed_1812140441	2.2293	1.2278	21	False
8ybl	seed_2746317213	1.5266	1.0216	21	False
8ybl	seed_3163119785	1.7994	0.9003	21	False
8ybl	seed_958682846	1.4123	0.4809	21	False
8ybm	seed_1181241943	5.7509	0.9504	22	False
8ybm	seed_1812140441	5.5706	1.3003	22	False
8ybm	seed_2746317213	5.8351	1.4493	22	False
8ybm	seed_3163119785	5.6129	1.1603	22	False
8ybm	seed_958682846	5.289	1.0832	22	False
8ybn	seed_1181241943	5.4276	0.5862	24	False
8ybn	seed_1812140441	3.2472	0.6431	24	False
8ybn	seed_2746317213	4.9466	0.5878	24	False
8ybn	seed_3163119785	5.2802	0.6648	24	False
8ybn	seed_958682846	2.905	0.4559	24	False
8ybo	seed_1181241943	0.7219	0.603	21	False
8ybo	seed_1812140441	0.6304	0.5703	21	False
8ybo	seed_2746317213	0.5245	0.5561	21	False
8ybo	seed_3163119785	0.6966	0.5238	21	False
8ybo	seed_958682846	0.6743	0.5447	21	False
8ybp	seed_1181241943	0.7134	0.6002	20	False
8ybp	seed_1812140441	0.5818	0.4074	20	False
8ybp	seed_2746317213	0.5388	0.571	20	False
8ybp	seed_3163119785	0.7099	0.5738	20	False
8ybp	seed_958682846	0.6581	0.5254	20	False
8yj8	seed_1181241943	3.387	1.1341	18	False
8yj8	seed_1812140441	3.3624	1.1786	18	False
8yj8	seed_2746317213	3.3172	1.0967	18	False
8yj8	seed_3163119785	3.4725	1.1383	18	False
8yj8	seed_958682846	3.4029	1.1201	18	False
8ykt	seed_1181241943	8.0279	8.1855	17	True
8ykt	seed_1812140441	8.3843	8.3457	17	True
8ykt	seed_2746317213	8.0749	8.1035	17	True
8ykt	seed_3163119785	8.4439	9.0126	17	True
8ykt	seed_958682846	1.9942	2.4922	17	True
8ysh	seed_1181241943	0.7039	0.5269	10	False
8ysh	seed_1812140441	6.4736	0.5514	10	False
8ysh	seed_2746317213	1.1481	0.6431	10	False
8ysh	seed_3163119785	0.9703	0.6998	10	False
8ysh	seed_958682846	1.0295	0.5913	10	False
8yub	seed_1181241943	6.0561	7.0409	20	True
8yub	seed_1812140441	7.5809	3.4476	20	True
8yub	seed_2746317213	8.2136	2.9882	20	True
8yub	seed_3163119785	6.1362	1.1193	20	True
8yub	seed_958682846	6.7436	7.3052	20	True
8yvj	seed_1181241943	1.9174	2.2616	19	False
8yvj	seed_1812140441	2.4122	2.2248	19	False
8yvj	seed_2746317213	2.3148	2.321	19	False
8yvj	seed_3163119785	1.9452	2.2983	19	False
8yvj	seed_958682846	2.042	2.2493	19	False
8yvo	seed_1181241943	0.8178	0.3889	22	False
8yvo	seed_1812140441	1.0882	0.5215	22	False
8yvo	seed_2746317213	0.7879	0.5133	22	False
8yvo	seed_3163119785	0.9432	0.4124	22	False
8yvo	seed_958682846	0.9139	0.5329	22	False
8yxi	seed_1181241943	8.1431	1.3981	15	True
8yxi	seed_1812140441	8.0268	1.6769	15	True
8yxi	seed_2746317213	7.3955	1.7182	15	True
8yxi	seed_3163119785	8.5094	1.4797	15	True
8yxi	seed_958682846	9.0824	1.5406	15	True
8yyz	seed_1181241943	1.9552	1.1516	12	True
8yyz	seed_1812140441	1.8062	1.0534	12	True
8yyz	seed_2746317213	1.7737	1.3271	12	True
8yyz	seed_3163119785	1.8299	0.9699	12	True
8yyz	seed_958682846	1.8123	1.1795	12	True
8z2e	seed_1181241943	0.6227	0.4167	10	False
8z2e	seed_1812140441	0.5704	0.4707	10	False
8z2e	seed_2746317213	0.469	0.3926	10	False
8z2e	seed_3163119785	0.7376	1.0304	10	False
8z2e	seed_958682846	0.6584	0.4898	10	False
8z2v	seed_1181241943	1.6868	1.1583	12	True
8z2v	seed_1812140441	1.7433	1.0429	12	True
8z2v	seed_2746317213	1.7624	1.3863	12	True
8z2v	seed_3163119785	1.7375	1.2573	12	True
8z2v	seed_958682846	1.7695	1.2249	12	True
8z39	seed_1181241943	1.0104	1.617	12	True
8z39	seed_1812140441	2.906	1.6373	12	True
8z39	seed_2746317213	1.7514	1.4416	12	True
8z39	seed_3163119785	1.4195	1.4157	12	True
8z39	seed_958682846	1.9302	1.5121	12	True
8z3a	seed_1181241943	1.0777	1.408	12	True
8z3a	seed_1812140441	1.7731	1.4264	12	True
8z3a	seed_2746317213	5.2739	5.3075	12	True
8z3a	seed_3163119785	1.949	1.6773	12	True
8z3a	seed_958682846	1.5422	1.8546	12	True
8z8v	seed_1181241943	3.6019	0.6916	8	False
8z8v	seed_1812140441	3.3899	0.6791	8	False
8z8v	seed_2746317213	3.3407	0.6955	8	False
8z8v	seed_3163119785	3.5834	0.7078	8	False
8z8v	seed_958682846	3.2372	0.6704	8	False
8zca	seed_1181241943	2.1759	1.1341	15	True
8zca	seed_1812140441	2.2802	1.4375	15	True
8zca	seed_2746317213	4.5184	4.8324	15	True
8zca	seed_3163119785	1.9877	1.1487	15	True
8zca	seed_958682846	3.4851	3.9957	15	True
8zu9	seed_1181241943	2.0414	0.7695	16	True
8zu9	seed_1812140441	5.7128	0.7336	16	True
8zu9	seed_2746317213	3.4774	0.5875	16	True
8zu9	seed_3163119785	3.7825	0.8506	16	True
8zu9	seed_958682846	3.8265	0.7312	16	True
9atm	seed_1181241943	7.1025	4.0647	16	True
9atm	seed_1812140441	2.0194	1.4505	16	True
9atm	seed_2746317213	2.6962	3.2642	16	True
9atm	seed_3163119785	2.1051	2.6478	16	True
9atm	seed_958682846	2.9609	3.5202	16	True
9au1	seed_1181241943	1.751	1.0021	16	True
9au1	seed_1812140441	1.7097	1.0644	16	True
9au1	seed_2746317213	1.5637	1.2207	16	True
9au1	seed_3163119785	0.826	1.1338	16	True
9au1	seed_958682846	1.3603	1.4671	16	True
9azr	seed_1181241943	8.3152	3.9908	19	True
9azr	seed_1812140441	10.0548	7.1403	19	True
9azr	seed_2746317213	6.1422	3.0592	19	True
9azr	seed_3163119785	5.9908	3.5241	19	True
9azr	seed_958682846	8.3425	3.8089	19	True
9bdi	seed_1181241943	2.947	1.6386	22	True
9bdi	seed_1812140441	2.7611	1.5343	22	True
9bdi	seed_2746317213	2.7563	1.2448	22	True
9bdi	seed_3163119785	2.5501	1.0283	22	True
9bdi	seed_958682846	3.3574	1.4973	22	True
9bt5	seed_1181241943	3.8012	1.0732	18	True
9bt5	seed_1812140441	10.9098	4.1875	18	True
9bt5	seed_2746317213	6.8446	3.9832	18	True
9bt5	seed_3163119785	6.2685	2.5476	18	True
9bt5	seed_958682846	7.7608	4.7789	18	True
9cds	seed_1181241943	1.4161	1.1199	6	True
9cds	seed_1812140441	2.5992	2.5381	6	True
9cds	seed_2746317213	2.4023	2.9345	6	True
9cds	seed_3163119785	0.8944	0.8686	6	True
9cds	seed_958682846	2.6109	3.1084	6	True
9d41	seed_1181241943	5.54	3.4592	16	True
9d41	seed_1812140441	2.6662	0.755	16	True
9d41	seed_2746317213	6.8094	3.8196	16	True
9d41	seed_3163119785	6.2662	3.6864	16	True
9d41	seed_958682846	3.0478	0.6019	16	True
9dbo	seed_1181241943	6.3803	2.1147	16	True
9dbo	seed_1812140441	6.4813	2.9259	16	True
9dbo	seed_2746317213	4.9051	1.5186	16	True
9dbo	seed_3163119785	5.7386	3.3239	16	True
9dbo	seed_958682846	6.5557	3.407	16	True
9dl0	seed_1181241943	3.4429	4.4768	16	True
9dl0	seed_1812140441	3.9405	5.1713	16	True
9dl0	seed_2746317213	1.4787	0.9242	16	True
9dl0	seed_3163119785	6.1285	5.6135	16	True
9dl0	seed_958682846	6.1007	5.3054	16	True
9dq3	seed_1181241943	1.025	1.733	11	True
9dq3	seed_1812140441	0.6015	1.3794	11	True
9dq3	seed_2746317213	0.7883	1.5605	11	True
9dq3	seed_3163119785	0.5526	1.406	11	True
9dq3	seed_958682846	1.1029	1.7274	11	True
9dq4	seed_1181241943	1.8187	1.8043	11	True
9dq4	seed_1812140441	1.363	1.8391	11	True
9dq4	seed_2746317213	1.2647	1.8842	11	True
9dq4	seed_3163119785	1.5638	2.1209	11	True
9dq4	seed_958682846	0.8461	1.6845	11	True
9dx6	seed_1181241943	3.133	2.9583	23	True
9dx6	seed_1812140441	1.2186	0.8959	23	True
9dx6	seed_2746317213	2.9133	2.652	23	True
9dx6	seed_3163119785	7.3698	4.5171	23	True
9dx6	seed_958682846	1.2969	1.082	23	True
9e7n	seed_1181241943	2.1707	0.5251	17	False
9e7n	seed_1812140441	2.9293	0.5477	17	False
9e7n	seed_2746317213	2.0352	0.527	17	False
9e7n	seed_3163119785	1.8637	0.527	17	False
9e7n	seed_958682846	2.5944	0.6108	17	False
9e7o	seed_1181241943	4.4645	0.6957	14	False
9e7o	seed_1812140441	7.4572	0.7147	14	False
9e7o	seed_2746317213	2.6394	0.7257	14	False
9e7o	seed_3163119785	2.5913	0.7045	14	False
9e7o	seed_958682846	1.6077	0.7053	14	False
9eht	seed_1181241943	1.1607	0.8016	12	True
9eht	seed_1812140441	1.329	1.0416	12	True
9eht	seed_2746317213	1.5809	0.6661	12	True
9eht	seed_3163119785	1.32	0.7139	12	True
9eht	seed_958682846	1.7348	1.2754	12	True
9en2	seed_1181241943	9.7442	1.541	14	False
9en2	seed_1812140441	5.199	1.0391	14	False
9en2	seed_2746317213	4.7822	1.3492	14	False
9en2	seed_3163119785	5.9045	1.0797	14	False
9en2	seed_958682846	10.4993	1.2325	14	False
9ena	seed_1181241943	5.2268	0.5479	23	False
9ena	seed_1812140441	4.1028	0.5469	23	False
9ena	seed_2746317213	4.7492	0.5666	23	False
9ena	seed_3163119785	4.5595	0.565	23	False
9ena	seed_958682846	5.0751	0.6522	23	False
9erw	seed_1181241943	4.6946	0.5765	21	False
9erw	seed_1812140441	4.5341	0.8622	21	False
9erw	seed_2746317213	1.8398	0.9217	21	False
9erw	seed_3163119785	5.0508	0.9134	21	False
9erw	seed_958682846	2.9565	0.9668	21	False
9etl	seed_1181241943	4.5726	0.3112	15	False
9etl	seed_1812140441	5.0457	0.2918	15	False
9etl	seed_2746317213	4.7884	0.2783	15	False
9etl	seed_3163119785	3.4166	0.3472	15	False
9etl	seed_958682846	4.6076	0.2941	15	False
9eze	seed_1181241943	2.9997	4.1938	10	True
9eze	seed_1812140441	0.5624	1.1329	10	True
9eze	seed_2746317213	0.8536	1.0296	10	True
9eze	seed_3163119785	0.8322	1.2452	10	True
9eze	seed_958682846	1.1698	1.4206	10	True
9ezh	seed_1181241943	0.4713	0.7839	18	False
9ezh	seed_1812140441	0.3997	0.75	18	False
9ezh	seed_2746317213	0.3166	0.8114	18	False
9ezh	seed_3163119785	1.1847	0.741	18	False
9ezh	seed_958682846	0.3954	0.8468	18	False
9ezi	seed_1181241943	0.4556	0.7692	18	False
9ezi	seed_1812140441	0.3925	0.7634	18	False
9ezi	seed_2746317213	1.2727	0.7214	18	False
9ezi	seed_3163119785	0.5697	0.8067	18	False
9ezi	seed_958682846	0.4738	0.6629	18	False
9ezu	seed_1181241943	1.2028	1.742	18	False
9ezu	seed_1812140441	1.1747	1.1627	18	False
9ezu	seed_2746317213	1.1608	1.5363	18	False
9ezu	seed_3163119785	1.2164	1.0598	18	False
9ezu	seed_958682846	1.2001	1.6429	18	False
9ezv	seed_1181241943	1.1999	0.7422	18	False
9ezv	seed_1812140441	1.2507	0.7478	18	False
9ezv	seed_2746317213	1.2127	0.7562	18	False
9ezv	seed_3163119785	1.8139	0.7534	18	False
9ezv	seed_958682846	1.2094	0.7064	18	False
9ezw	seed_1181241943	0.4434	0.6913	18	False
9ezw	seed_1812140441	0.4109	0.6335	18	False
9ezw	seed_2746317213	0.5121	0.7024	18	False
9ezw	seed_3163119785	0.3531	0.6348	18	False
9ezw	seed_958682846	0.5086	0.8234	18	False
9f91	seed_1181241943	4.8832	0.6963	18	True
9f91	seed_1812140441	6.6518	0.7813	18	True
9f91	seed_2746317213	9.3983	4.9282	18	True
9f91	seed_3163119785	10.3477	4.9846	18	True
9f91	seed_958682846	11.3092	5.461	18	True
9fc2	seed_1181241943	3.8516	0.835	15	False
9fc2	seed_1812140441	4.1448	0.7981	15	False
9fc2	seed_2746317213	2.8153	0.7742	15	False
9fc2	seed_3163119785	2.5625	0.7756	15	False
9fc2	seed_958682846	3.525	0.8016	15	False
9fik	seed_1181241943	7.8803	2.9701	23	True
9fik	seed_1812140441	8.3899	3.9157	23	True
9fik	seed_2746317213	10.1819	1.2508	23	True
9fik	seed_3163119785	10.3349	1.2161	23	True
9fik	seed_958682846	7.9601	4.4812	23	True
9fvb	seed_1181241943	1.9758	0.459	14	False
9fvb	seed_1812140441	2.7335	0.4852	14	False
9fvb	seed_2746317213	2.3381	0.4933	14	False
9fvb	seed_3163119785	2.6802	0.5013	14	False
9fvb	seed_958682846	2.6378	0.5081	14	False
9fww	seed_1181241943	5.2069	1.6128	16	False
9fww	seed_1812140441	5.5985	1.6381	16	False
9fww	seed_2746317213	6.3696	1.563	16	False
9fww	seed_3163119785	5.8154	1.5809	16	False
9fww	seed_958682846	6.3345	1.7263	16	False
9fys	seed_1181241943	4.427	1.832	24	True
9fys	seed_1812140441	2.3386	1.8506	24	True
9fys	seed_2746317213	3.5462	1.757	24	True
9fys	seed_3163119785	3.7159	1.8302	24	True
9fys	seed_958682846	6.5549	1.8697	24	True
9fyt	seed_1181241943	6.887	0.5566	24	True
9fyt	seed_1812140441	6.5432	0.546	24	True
9fyt	seed_2746317213	4.0019	0.5386	24	True
9fyt	seed_3163119785	6.58	0.5674	24	True
9fyt	seed_958682846	9.2046	0.5932	24	True
9fzc	seed_1181241943	5.7866	0.4763	12	False
9fzc	seed_1812140441	5.8602	0.4747	12	False
9fzc	seed_2746317213	5.8453	0.4931	12	False
9fzc	seed_3163119785	5.1102	0.4906	12	False
9fzc	seed_958682846	5.6752	0.4582	12	False
9fzd	seed_1181241943	6.3224	1.8664	13	False
9fzd	seed_1812140441	4.7309	1.8197	13	False
9fzd	seed_2746317213	3.875	1.9018	13	False
9fzd	seed_3163119785	4.5647	0.6456	13	False
9fzd	seed_958682846	5.6141	1.8027	13	False
9g2a	seed_1181241943	1.0823	1.0632	20	False
9g2a	seed_1812140441	0.7102	1.1171	20	False
9g2a	seed_2746317213	1.2721	1.006	20	False
9g2a	seed_3163119785	1.2126	1.0434	20	False
9g2a	seed_958682846	1.2614	1.0209	20	False
9g2g	seed_1181241943	2.4322	1.3177	17	False
9g2g	seed_1812140441	2.3264	1.6349	17	False
9g2g	seed_2746317213	2.394	1.5548	17	False
9g2g	seed_3163119785	2.0389	1.414	17	False
9g2g	seed_958682846	2.7274	1.6786	17	False
9g48	seed_1181241943	7.1431	0.8564	24	False
9g48	seed_1812140441	6.7657	0.8072	24	False
9g48	seed_2746317213	7.4248	0.8195	24	False
9g48	seed_3163119785	5.1079	0.8394	24	False
9g48	seed_958682846	5.1339	0.8661	24	False
9g5l	seed_1181241943	4.382	2.3446	26	False
9g5l	seed_1812140441	3.076	2.0366	26	False
9g5l	seed_2746317213	8.8357	1.6144	26	False
9g5l	seed_3163119785	4.6782	1.5482	26	False
9g5l	seed_958682846	12.1597	1.4902	26	False
9g7k	seed_1181241943	2.7038	1.0681	23	False
9g7k	seed_1812140441	2.4528	1.0677	23	False
9g7k	seed_2746317213	2.3407	1.0531	23	False
9g7k	seed_3163119785	2.2004	1.0711	23	False
9g7k	seed_958682846	2.7005	1.0753	23	False
9g97	seed_1181241943	0.6996	0.5986	21	False
9g97	seed_1812140441	0.3989	0.5797	21	False
9g97	seed_2746317213	0.4733	0.6965	21	False
9g97	seed_3163119785	0.3953	0.8102	21	False
9g97	seed_958682846	0.3564	0.5579	21	False
