pdb	cdr_h3_len	has_light	iptm	confidence_score	pae_cdr_ag	pae_fw_ag	pae_heavy_ag	ratio_cdr_fw	n_framework	n_cdr_h3	imbalance_ratio
9jbq	14	True	0.804965615272522	0.9148932695388794	12.494387	12.970319	12.938439	0.96330607	195	14	13.928571428571429
9jcy	17	True	0.48809754848480225	0.8125008940696716	24.808851	24.92099	24.912401	0.9955002	205	17	12.058823529411764
9jd0	16	False	0.44895726442337036	0.8010839819908142	16.304453	16.527409	16.498169	0.9865099	106	16	6.625
9jd1	22	True	0.8060693740844727	0.9196708798408508	12.886658	11.877213	11.975477	1.08499	204	22	9.272727272727273
9jeb	17	False	0.5465473532676697	0.8410782814025879	14.284122	18.850199	18.515615	0.7577704	215	17	12.647058823529411
9jno	19	True	0.6520130634307861	0.850896954536438	16.865633	17.89162	17.803015	0.9426554	201	19	10.578947368421053
9jqv	14	True	0.6045525670051575	0.869568943977356	17.427294	18.970406	18.869453	0.9186569	200	14	14.285714285714286
9k6j	11	True	0.7606559991836548	0.903448224067688	11.198504	13.310968	13.201875	0.841299	202	11	18.363636363636363
9kur	18	True	0.5748152732849121	0.8554925918579102	20.713388	23.249739	23.042221	0.8909084	202	18	11.222222222222221
9l9y	7	True	0.8301206231117249	0.9303833842277527	8.116064	11.004504	10.910023	0.737522	207	7	29.571428571428573
9lad	9	False	0.8951384425163269	0.9215164184570312	6.1900544	6.1514497	6.154321	1.0062758	112	9	12.444444444444445
9lh2	21	False	0.2874244153499603	0.7611474394798279	22.41238	21.085388	21.296501	1.0629342	111	21	5.285714285714286
9lme	10	False	0.9222230315208435	0.9125887751579285	5.545472	6.019147	5.9786625	0.92130536	107	10	10.7
9lrf	16	True	0.5733407735824585	0.8332691192626953	18.447895	21.06606	20.872122	0.87571645	200	16	12.5
9m5b	10	True	0.9152489900588989	0.9531392455101013	3.4958663	7.4750223	7.287327	0.46767303	202	10	20.2
9m6j	17	False	0.8527218103408813	0.9306464195251465	3.6324239	4.0362716	3.9817839	0.8999454	109	17	6.411764705882353
9m6o	17	False	0.8403177261352539	0.9211031198501587	3.4648297	4.146173	4.0549693	0.83566934	110	17	6.470588235294118
9mer	18	True	0.5944000482559204	0.8529958128929138	20.42447	21.292416	21.22359	0.9592369	209	18	11.61111111111111
9mev	18	True	0.854427695274353	0.9242620468139648	5.9181056	9.879233	9.565134	0.59904504	209	18	11.61111111111111
9mic	13	True	0.9207700490951538	0.9383679628372192	4.9153585	6.51208	6.4181557	0.7548062	208	13	16.0
9mid	14	True	0.7984755635261536	0.8912473917007446	5.6696234	12.713004	12.243445	0.4459704	196	14	14.0
9mif	16	True	0.9166850447654724	0.950291097164154	5.4797544	7.1640716	7.0437627	0.7648939	208	16	13.0
9mj3	16	True	0.8734292387962341	0.9192703366279602	8.5887375	8.287245	8.309172	1.0363803	204	16	12.75
9ml8	19	True	0.6845889091491699	0.8658626675605774	17.300179	18.997135	18.853197	0.910673	205	19	10.789473684210526
9mqv	22	True	0.5188183784484863	0.8386783599853516	19.453358	22.14379	21.883041	0.8785018	205	22	9.318181818181818
9mxi	19	True	0.9715047478675842	0.9140531420707703	1.4965276	4.6550794	4.3859653	0.32148272	204	19	10.736842105263158
9n8i	17	True	0.6150793433189392	0.8538525700569153	21.790403	22.131594	22.106041	0.98458356	210	17	12.352941176470589
9n8n	17	True	0.6709466576576233	0.8562721610069275	16.22089	17.574894	17.46882	0.9229581	200	17	11.764705882352942
9ncd	14	True	0.8535871505737305	0.9411824345588684	6.615334	10.166691	9.943736	0.65068704	209	14	14.928571428571429
9njy	18	True	0.7929629683494568	0.908966064453125	9.602398	12.881358	12.617869	0.7454492	206	18	11.444444444444445
9oar	17	True	0.8958737254142761	0.9537397623062134	6.4476132	7.952267	7.834932	0.8107893	201	17	11.823529411764707
9obn	18	False	0.8456661701202393	0.9113845825195312	10.644939	6.987458	7.490013	1.5234351	113	18	6.277777777777778
9pi9	14	True	0.5695298910140991	0.8370623588562012	21.455702	21.746334	21.72767	0.9866353	204	14	14.571428571428571
9pru	10	True	0.6601781249046326	0.8849000334739685	16.638002	19.001146	18.892248	0.8756315	207	10	20.7
9pzi	19	True	0.9713602662086487	0.9145222902297974	1.6333123	4.473872	4.229661	0.365078	202	19	10.631578947368421
9q8l	8	True	0.7022078037261963	0.8746339082717896	11.191277	16.790003	16.584543	0.6665441	210	8	26.25
9qrv	19	True	0.8714374899864197	0.9190307855606079	6.3032155	9.83223	9.532895	0.6410769	205	19	10.789473684210526
9rit	12	False	0.8342908024787903	0.8871507048606873	4.8532414	4.621303	4.6448903	1.0501889	106	12	8.833333333333334
9riu	12	False	0.9641811847686768	0.9578632712364197	1.344847	2.919777	2.7709649	0.4605992	115	12	9.583333333333334
9rm2	15	True	0.5552864074707031	0.8497343063354492	21.922031	22.749329	22.692404	0.9636342	203	15	13.533333333333333
9rn6	11	False	0.8808810114860535	0.898167610168457	10.361899	7.124202	7.4185376	1.4544646	110	11	10.0
9th6	16	False	0.8453559279441833	0.8993801474571228	7.749008	9.380817	9.171946	0.8260483	109	16	6.8125
9u8g	14	False	0.8547431230545044	0.916792094707489	5.783295	6.942988	6.8076906	0.8329692	106	14	7.571428571428571
9uk5	12	True	0.8299059867858887	0.9130266308784485	9.986423	11.8888235	11.781646	0.83998406	201	12	16.75
9uvi	12	True	0.9091750979423523	0.9317696690559387	5.4070444	6.2261105	6.141379	0.8684466	104	12	8.666666666666666
9uzb	11	True	0.6976064443588257	0.8606677055358887	14.87126	16.31263	16.24023	0.9116409	208	11	18.90909090909091
9uzc	11	True	0.6803682446479797	0.8739601969718933	14.721038	16.476545	16.388369	0.89345413	208	11	18.90909090909091
9uzd	11	True	0.6686287522315979	0.8601874709129333	16.469002	16.808775	16.791786	0.979786	209	11	19.0
9uze	11	True	0.5623880624771118	0.8386923670768738	21.81961	22.130022	22.114502	0.9859733	209	11	19.0
9uzg	11	True	0.746940553188324	0.8770493865013123	12.276548	13.977175	13.892143	0.8783283	209	11	19.0
9uzh	11	True	0.7593799829483032	0.8721575140953064	12.1287365	13.645168	13.569346	0.8888668	209	11	19.0
9uzi	11	True	0.6976064443588257	0.8606677055358887	14.87126	16.31263	16.24023	0.9116409	208	11	18.90909090909091
9vdy	13	True	0.5371809005737305	0.8474196791648865	22.256058	22.397772	22.389166	0.99367285	201	13	15.461538461538462
9vdz	13	True	0.5216464400291443	0.8550007939338684	22.840183	22.797962	22.800512	1.0018519	202	13	15.538461538461538
9vjj	16	True	0.5381708741188049	0.7670033574104309	19.584364	19.394932	19.419777	1.009767	106	16	6.625
9y0a	16	True	0.7137507796287537	0.8717837333679199	12.950555	16.86791	16.589344	0.76776284	209	16	13.0625
9yio	14	True	0.7496832013130188	0.8940441012382507	19.477308	20.4345	20.374136	0.9531581	208	14	14.857142857142858
