pdb	seed_dir	DockQ_HA	iRMSD_HA	fnat_HA	DockQ_LA	iptm	ptm	avg_plddt	gpde	ha_iptm	ranking_score
8ozb	seed_3163119785					0.862189	0.903324	89.456787	0.406111	0.862189	0.870416
8ozb	seed_958682846					0.885752	0.908962	90.473404	0.389843	0.885752	0.890394
8pe1	seed_1181241943					0.954175	0.917226	92.850471	0.379216	0.954175	0.946786
8pe1	seed_2746317213					0.951593	0.910651	92.661392	0.430748	0.951593	0.943405
8pe1	seed_3163119785					0.950749	0.915716	92.683777	0.393766	0.950749	0.943742
8pe1	seed_958682846					0.958438	0.919123	92.79641	0.378204	0.958438	0.950575
8pe2	seed_1181241943	0.7155448598215163	1.1970823863940996	0.7586206896551724		0.909624	0.93213	92.225571	0.366284	0.909624	0.914125
8pe2	seed_1812140441	0.7536316625770206	1.1286237169867688	0.8160919540229885		0.931598	0.932916	92.804222	0.354515	0.931598	0.931861
8pe2	seed_2746317213	0.7782899568702742	1.1533556731154455	0.8620689655172413		0.931788	0.934216	92.727562	0.358323	0.931788	0.932273
8pe2	seed_3163119785	0.7413843193259146	1.243766726647644	0.8045977011494253		0.933319	0.934858	92.673775	0.35383	0.933319	0.933627
8pe2	seed_958682846	0.7847672254849126	1.0780873156813122	0.8390804597701149		0.933801	0.935498	92.720741	0.353756	0.933801	0.934141
8pih	seed_1181241943	0.5462653876791274	1.6609377122479752	0.5344827586206896		0.476406	0.716234	83.810745	0.711856	0.476406	0.524371
8pih	seed_1812140441	0.8880869424577337	0.7965189026583485	0.9655172413793104		0.756247	0.836157	87.476273	0.480083	0.756247	0.772229
8pih	seed_2746317213	0.9042825254416188	0.6258440632140202	0.9655172413793104		0.851284	0.873533	88.673187	0.455611	0.851284	0.855734
8pih	seed_3163119785	0.9053089257908074	0.616220736935118	0.9482758620689656		0.818428	0.862639	88.363998	0.462829	0.818428	0.82727
8pih	seed_958682846	0.218369258237123	4.075517612910024	0.3103448275862069		0.27951	0.605011	81.932709	0.789709	0.27951	0.34461
8pmz	seed_1181241943					0.082669	0.40847	82.468956	0.918465	0.082669	0.147829
8pmz	seed_1812140441	0.0083374930456909	22.26706627701404	0.0		0.123618	0.443433	84.075081	0.849282	0.123618	0.187581
8pmz	seed_2746317213	0.0083145541633707	22.068725325370412	0.0		0.111557	0.431778	82.967949	0.873448	0.111557	0.175601
8pmz	seed_3163119785	0.0070592604340745	24.79728645096468	0.0		0.099097	0.4375	83.955643	0.873627	0.099097	0.166778
8pmz	seed_958682846	0.0161400850654574	16.016047654418877	0.0		0.064441	0.42065	83.872559	0.855037	0.064441	0.135683
8pwv	seed_1181241943					0.099599	0.5164	83.235245	0.936404	0.099599	0.182959
8pwv	seed_1812140441					0.133469	0.554414	82.778839	0.887783	0.133469	0.217658
8pwv	seed_2746317213					0.144569	0.546979	84.436035	0.802371	0.144569	0.225051
8pwv	seed_3163119785					0.128922	0.548492	82.604759	0.932044	0.128922	0.212836
8pwv	seed_958682846					0.134475	0.553795	82.750099	0.898664	0.134475	0.218339
8pww	seed_1181241943					0.206508	0.596507	84.866096	0.671778	0.206508	0.284508
8pww	seed_1812140441					0.259895	0.64343	85.962547	0.662836	0.259895	0.336602
8pww	seed_2746317213	0.0228910565286108	20.050949387324575	0.0232558139534883		0.112396	0.574887	84.606018	0.727573	0.112396	0.204894
8pww	seed_3163119785					0.078771	0.558741	84.552139	0.718071	0.078771	0.174765
8pww	seed_958682846					0.106538	0.573773	83.954834	0.773046	0.106538	0.199985
8pyr	seed_1181241943					0.13317	0.649012	81.062126	0.845637	0.13317	0.237661
8pyr	seed_1812140441					0.097562	0.63638	80.748398	0.927148	0.097562	0.219876
8pyr	seed_2746317213	0.9107981830093116	0.5792842117600187	0.8709677419354839		0.90353	0.894623	86.953186	0.53604	0.90353	0.912331
8pyr	seed_3163119785	0.895516779361499	0.6445003147469825	0.8548387096774194		0.886748	0.896149	87.292999	0.526394	0.886748	0.897888
8pyr	seed_958682846					0.135447	0.65666	80.915787	0.895841	0.135447	0.25424
8q3j	seed_1181241943					0.571423	0.64599	84.855354	0.628959	0.215753	0.586336
8q3j	seed_1812140441					0.566048	0.640304	85.080177	0.640868	0.188495	0.5809
8q3j	seed_2746317213					0.560064	0.636247	84.830124	0.652895	0.180244	0.5753
8q3j	seed_3163119785					0.606147	0.695845	85.68486	0.618845	0.193486	0.624086
8q3j	seed_958682846					0.556535	0.627247	84.934273	0.634199	0.199426	0.570677
8q6r	seed_1181241943					0.878825	0.759593	89.324562	0.419364	0.878825	0.87619
8q6r	seed_1812140441					0.686302	0.688113	87.185425	0.5588	0.686302	0.707877
8q6r	seed_2746317213					0.480469	0.603638	83.669334	0.753306	0.480469	0.526315
8q6r	seed_3163119785					0.395134	0.580654	82.507317	0.821434	0.395134	0.45345
8q6r	seed_958682846					0.842312	0.745781	88.734802	0.441972	0.842312	0.844218
8q7o	seed_1181241943					0.789525	0.826425	88.940956	0.408883	0.789525	0.796905
8q7o	seed_1812140441					0.821845	0.845842	89.527649	0.399699	0.821845	0.826645
8q7o	seed_2746317213					0.828163	0.835349	88.320946	0.423109	0.828163	0.8296
8q7o	seed_3163119785					0.904348	0.881809	91.042297	0.367236	0.904348	0.89984
8q7o	seed_958682846					0.817978	0.842015	88.904198	0.407881	0.817978	0.822786
8q94	seed_1181241943	0.6638007541771028	3.0550580129047957	0.8363636363636363		0.732641	0.830756	88.280197	0.491623	0.732641	0.752264
8q94	seed_1812140441	0.0145100072910933	15.571247578799596	0.0		0.119645	0.571797	81.49453	0.814853	0.119645	0.210076
8q94	seed_2746317213	0.5695811789244658	3.366279574462194	0.7090909090909091		0.783083	0.854512	88.038353	0.458109	0.783083	0.797368
8q94	seed_3163119785	0.5585202597803972	3.3164970729751584	0.6909090909090909		0.832446	0.877948	88.948715	0.435302	0.832446	0.841547
8q94	seed_958682846	0.6013697658386215	3.1097773766029055	0.7272727272727273		0.809557	0.864996	88.385094	0.459831	0.809557	0.820645
8q95	seed_1181241943	0.0138227124005554	17.565299983143873	0.0		0.173645	0.615868	82.780151	0.755771	0.173645	0.26209
8q95	seed_1812140441	0.0146451345986006	17.834404956563674	0.0		0.196519	0.628643	83.33741	0.742592	0.196519	0.282944
8q95	seed_2746317213	0.0134941841294711	17.216141471025708	0.0		0.167931	0.616873	82.928314	0.776195	0.167931	0.25772
8q95	seed_3163119785	0.710027775446895	1.581954015999164	0.7222222222222222		0.517305	0.75047	85.702568	0.60535	0.517305	0.563938
8q95	seed_958682846	0.7382719521472013	1.6397561541974406	0.7962962962962963		0.742984	0.850157	88.232407	0.496706	0.742984	0.764419
8qf4	seed_1181241943	0.8434208420837597	0.9582527019342676	0.8591549295774648		0.904615	0.920316	92.318779	0.33543	0.904615	0.907755
8qf4	seed_1812140441	0.8561250959985598	0.8996637810622863	0.8591549295774648		0.903002	0.919622	92.326836	0.33565	0.903002	0.906326
8qf4	seed_2746317213	0.8491502029522504	0.9656257133680676	0.8873239436619719		0.907317	0.923274	92.44191	0.331553	0.907317	0.910509
8qf4	seed_3163119785	0.8376484546760207	0.9686513050626424	0.8732394366197183		0.907247	0.923612	92.365982	0.33658	0.907247	0.91052
8qf4	seed_958682846	0.8527098706905331	0.8781037669273702	0.8450704225352113		0.906928	0.923807	92.479721	0.33112	0.906928	0.910304
8qf5	seed_1181241943					0.884818	0.87441	90.748589	0.395409	0.884818	0.901255
8qf5	seed_1812140441	0.8681619710278697	0.9032049267440132	0.896551724137931		0.871526	0.872978	90.967087	0.395712	0.871526	0.895626
8qf5	seed_2746317213	0.8677918579805312	0.868500899326776	0.9080459770114944		0.887377	0.878989	91.023422	0.383746	0.887377	0.912154
8qf5	seed_3163119785					0.891739	0.878265	91.069221	0.391558	0.891739	0.910208
8qf5	seed_958682846	0.8197241955569657	1.0715353420070248	0.8505747126436781		0.593776	0.808023	88.148811	0.450735	0.593776	0.660435
8qgx	seed_1181241943	0.0835378242377686	9.52962267297058	0.15		0.184346	0.682322	86.749565	0.654358	0.184346	0.283941
8qgx	seed_1812140441	0.1048439810938889	8.664286671707522	0.2		0.262594	0.687168	86.260353	0.837824	0.262594	0.347509
8qgx	seed_2746317213	0.0190741264727043	12.111963142635656	0.0		0.107346	0.656635	86.353325	0.709061	0.107346	0.217204
8qgx	seed_3163119785	0.0681836378836269	7.380368298322409	0.0333333333333333		0.421085	0.68243	87.21489	0.569303	0.421085	0.473354
8qgx	seed_958682846	0.103845934433033	8.92739273145825	0.1166666666666666		0.179527	0.684633	86.43219	0.666207	0.179527	0.280548
8qh0	seed_1181241943	0.0434641997062444	13.251188560101117	0.0793650793650793	0.0165857482114595	0.541244	0.649283	88.237976	0.603191	0.185776	0.562852
8qh0	seed_1812140441	0.0424673567346996	13.940553692841313	0.0793650793650793	0.0153879571687431	0.553188	0.670518	88.23764	0.598965	0.188308	0.576654
8qh0	seed_2746317213	0.0412968373937959	13.682179804317826	0.0793650793650793	0.0139892046205914	0.67606	0.744862	89.772583	0.496213	0.425597	0.68982
8qh0	seed_3163119785	0.0348418765976383	13.243918120688454	0.0634920634920634	0.012765626647262	0.61514	0.6749	89.075508	0.541964	0.364649	0.627092
8qh0	seed_958682846	0.0428378889550215	13.972560953288234	0.0793650793650793	0.0164277722959046	0.578427	0.686732	88.646446	0.568406	0.242714	0.600088
8qrg	seed_1181241943	0.8164769267480313	0.8833917915488876	0.8387096774193549		0.916123	0.932439	92.662804	0.340259	0.916123	0.919386
8qrg	seed_1812140441	0.8121967541313033	0.8839158549455991	0.8387096774193549		0.918043	0.93414	92.782143	0.336747	0.918043	0.921263
8qrg	seed_2746317213	0.8373076775068715	0.8237090983291658	0.8387096774193549		0.911101	0.929512	92.363007	0.34516	0.911101	0.914783
8qrg	seed_3163119785	0.8477669315150121	0.7628637882866445	0.8225806451612904		0.90147	0.924018	92.227928	0.352127	0.90147	0.90598
8qrg	seed_958682846	0.8232981884106826	0.8556497474033803	0.8387096774193549		0.909941	0.928294	92.319176	0.348226	0.909941	0.913611
8qz3	seed_1181241943					0.202328	0.610106	79.810242	0.924525	0.202328	0.318234
8qz3	seed_1812140441					0.228405	0.61693	80.543533	0.862983	0.228405	0.340461
8qz3	seed_2746317213					0.206103	0.616714	80.66362	0.913043	0.206103	0.322576
8qz3	seed_3163119785					0.208398	0.613111	80.440514	0.852444	0.208398	0.323692
8qz3	seed_958682846					0.252139	0.631264	80.73732	0.8408	0.252139	0.362315
8r4n	seed_1181241943	0.0648539850227764	8.163896600615612	0.0434782608695652	0.1322103985541241	0.72189	0.766246	85.295593	0.620921	0.317676	0.730761
8r4n	seed_1812140441	0.0406397069771604	8.631305082784738	0.0	0.1423651097921661	0.682166	0.733227	83.991859	0.696897	0.163296	0.692378
8r4n	seed_2746317213	0.0381305481085589	9.34328227566754	0.0	0.1387392710138204	0.669698	0.719583	83.264305	0.716594	0.150091	0.679675
8r4n	seed_3163119785	0.0674155859528819	8.167225602636664	0.0434782608695652	0.1533418688600651	0.680586	0.736158	84.588493	0.627864	0.176371	0.691701
8r4n	seed_958682846	0.0447606412099709	10.335863685488505	0.0	0.1645021583325693	0.691438	0.743193	84.808784	0.602668	0.204968	0.701789
8r4u	seed_1181241943	0.0040758855143606	26.60220623464476	0.0		0.094622	0.545544	78.507317	1.077774	0.094622	0.184806
8r4u	seed_1812140441					0.136589	0.550997	76.247589	1.177336	0.136589	0.219471
8r4u	seed_2746317213					0.176906	0.578544	78.472115	1.005462	0.176906	0.257233
8r4u	seed_3163119785					0.122918	0.53952	76.794128	1.11816	0.122918	0.206239
8r4u	seed_958682846					0.110131	0.54421	77.143066	1.071384	0.110131	0.196947
8rby	seed_1181241943	0.40554748127553	3.4035389008654153	0.3815789473684211		0.755541	0.824587	87.757484	0.442349	0.755541	0.76935
8rby	seed_1812140441	0.3828585112168524	2.8514875059387137	0.3421052631578947		0.692914	0.811094	86.835884	0.486666	0.692914	0.71655
8rby	seed_2746317213	0.4042394015159034	3.3734268478076954	0.3815789473684211		0.761726	0.82845	87.825523	0.441486	0.761726	0.775071
8rby	seed_3163119785	0.4110231148744416	2.6982710760978543	0.3684210526315789		0.759211	0.832366	87.856628	0.442853	0.759211	0.773842
8rby	seed_958682846	0.2991947366682815	4.592919123788861	0.3552631578947368		0.699658	0.794823	87.229149	0.474118	0.699658	0.718691
8rj7	seed_1181241943	0.6940287066004509	1.4459017256970503	0.7162162162162162		0.746163	0.8652	89.927315	0.45548	0.746163	0.76997
8rj7	seed_1812140441	0.7398757469602216	1.3236706428509386	0.7972972972972973		0.854521	0.913154	91.325623	0.389365	0.854521	0.866247
8rj7	seed_2746317213	0.718988314787667	1.393077538146388	0.7702702702702703		0.807033	0.890486	90.468887	0.420382	0.807033	0.823723
8rj7	seed_3163119785	0.7697938194952623	1.2625571829411577	0.7972972972972973		0.852706	0.911475	91.191139	0.397506	0.852706	0.86446
8rj7	seed_958682846					0.800898	0.892496	90.639084	0.424676	0.800898	0.819217
8rp8	seed_1181241943	0.63941866399335	1.4945831330590549	0.8888888888888888	0.6273169210788261	0.620537	0.675621	89.686974	0.560402	0.304061	0.631554
8rp8	seed_1812140441	0.0637415389147131	9.734499587700723	0.0	0.102541700501273	0.676304	0.739806	90.522919	0.508859	0.344589	0.689004
8rp8	seed_2746317213	0.0652277756369341	9.92516261445413	0.0	0.1049084499548943	0.647604	0.711284	90.231316	0.522754	0.289241	0.66034
8rp8	seed_3163119785					0.622216	0.69618	89.882935	0.554173	0.221833	0.637009
8rp8	seed_958682846	0.7086682658703726	1.1068548671758944	1.0	0.6327581020971317	0.669607	0.726722	90.493431	0.513185	0.352299	0.68103
8rw9	seed_1181241943					0.097089	0.515292	84.413422	0.782557	0.097089	0.18073
8rw9	seed_1812140441					0.100217	0.498612	84.037689	0.771253	0.100217	0.179896
8rw9	seed_2746317213					0.099785	0.534806	84.908867	0.771231	0.099785	0.186789
8rw9	seed_3163119785					0.102614	0.527161	84.949539	0.70338	0.102614	0.187524
8rw9	seed_958682846					0.084511	0.516914	84.6521	0.768875	0.084511	0.170991
8rwb	seed_1181241943	0.0467312289918342	12.120749486000644	0.0392156862745098	0.0707958634781039	0.795923	0.83722	90.986275	0.419497	0.627425	0.804182
8rwb	seed_1812140441	0.0322088918479563	13.02783632950821	0.0	0.0604468320518031	0.653532	0.740624	89.273849	0.516269	0.320128	0.670951
8rwb	seed_2746317213	0.0465736585689492	12.366913434764577	0.0392156862745098	0.0614071790466494	0.686897	0.767872	89.767647	0.519243	0.378141	0.703092
8rwb	seed_3163119785	0.0467218341791138	12.120411036447328	0.0392156862745098	0.0614863190401227	0.748923	0.807064	88.981926	0.487401	0.512126	0.760551
8rwb	seed_958682846	0.0408454168308478	11.71139703528542	0.0196078431372549	0.0713703073198746	0.719434	0.784495	89.758141	0.481794	0.463748	0.732447
8rz0	seed_1181241943					0.1718	0.669211	79.669365	0.768148	0.1718	0.271282
8rz0	seed_1812140441					0.137611	0.653104	78.648964	0.848099	0.137611	0.24071
8rz0	seed_2746317213					0.228753	0.681129	80.162872	0.769218	0.228753	0.319228
8rz0	seed_3163119785					0.232911	0.676229	79.688736	0.779984	0.232911	0.321575
8rz0	seed_958682846					0.264026	0.694059	79.738869	0.800264	0.264026	0.350033
8rz1	seed_1181241943	0.0160775442825351	24.762411324042905	0.0		0.151228	0.472158	79.29528	0.942085	0.151228	0.215414
8rz1	seed_1812140441					0.178246	0.468719	79.010086	1.062038	0.178246	0.236341
8rz1	seed_2746317213					0.365707	0.52847	79.794144	0.939095	0.365707	0.39826
8rz1	seed_3163119785					0.192442	0.471016	78.462158	0.980948	0.192442	0.248157
8rz1	seed_958682846					0.333261	0.498828	77.434319	1.281914	0.333261	0.388696
8rz2	seed_1181241943	0.0053946211230202	19.12222363318742	0.0	0.0046929982991849	0.425872	0.54801	86.831673	0.73575	0.104596	0.450299
8rz2	seed_1812140441	0.0056146171579002	18.705700821286023	0.0	0.0050193928304758	0.418846	0.525048	86.337448	0.723888	0.12117	0.440087
8rz2	seed_2746317213	0.0046258319019889	19.593992643087535	0.0	0.0038458135479283	0.403523	0.509405	86.728615	0.723673	0.108692	0.424699
8rz2	seed_3163119785	0.0051739777987927	19.639800978715456	0.0	0.0073497601777457	0.421813	0.540176	87.344238	0.682919	0.108579	0.445485
8rz2	seed_958682846	0.0089763010003691	12.99784857982467	0.0	0.0061424413234504	0.421649	0.545458	86.956085	0.723337	0.099654	0.446411
8s0l	seed_1181241943	0.6262579471141222	2.305466125008412	0.6185567010309279		0.846509	0.906589	88.685226	0.48321	0.846509	0.858525
8s0l	seed_1812140441	0.6920583986873892	2.1674812823804284	0.7938144329896907		0.900564	0.923356	89.645775	0.44633	0.900564	0.905122
8s0l	seed_2746317213	0.6297739810365075	2.1072591501479017	0.6082474226804123		0.851859	0.912137	89.071625	0.470987	0.851859	0.863915
8s0l	seed_3163119785	0.6347623948551872	2.1637938518725823	0.6185567010309279		0.840008	0.906449	88.684677	0.48514	0.840008	0.853296
8s0l	seed_958682846	0.7295906455968987	2.0866055366320957	0.8762886597938144		0.911603	0.923702	89.608521	0.445477	0.911603	0.914023
8s0n	seed_1181241943	0.6516649966532949	1.6690303724118394	0.5789473684210527		0.834238	0.917809	90.3834	0.429735	0.834238	0.850953
8s0n	seed_1812140441	0.6697270794862952	1.6800491525634889	0.618421052631579		0.851115	0.92596	90.830574	0.408453	0.851115	0.866084
8s0n	seed_2746317213	0.6412932480240767	1.6922617549930357	0.5526315789473685		0.845622	0.924365	90.852577	0.407556	0.845622	0.861371
8s0n	seed_3163119785	0.7321432125654064	1.586973248095024	0.7763157894736842		0.914985	0.943373	92.123314	0.363059	0.914985	0.920663
8s0n	seed_958682846	0.6581840215150151	1.6629354341703713	0.5921052631578947		0.83197	0.919989	90.599663	0.419	0.83197	0.849573
8s6m	seed_1181241943	0.0213912279761526	17.76251162139565	0.0	0.0246936062819481	0.487988	0.576995	87.097351	0.555325	0.148784	0.505789
8s6m	seed_1812140441	0.1444564028913676	3.934113447696021	0.1568627450980392	0.0742168601695367	0.464489	0.548503	87.326317	0.576235	0.135528	0.481292
8s6m	seed_2746317213	0.0347571565609022	13.536887384681648	0.0	0.0293062433281421	0.490912	0.58857	87.403137	0.555243	0.153919	0.510443
8s6m	seed_3163119785	0.0438396893538771	12.675655067458576	0.0784313725490196	0.0208060197143253	0.45981	0.574213	87.677338	0.585056	0.099025	0.48269
8s6m	seed_958682846	0.0299611129114752	12.631382884715364	0.0	0.0260230761644702	0.532447	0.613065	88.052925	0.52571	0.272801	0.54857
8s79	seed_1181241943	0.0074758040060152	22.773186566854086	0.0		0.17845	0.645684	81.569412	0.963194	0.17845	0.271897
8s79	seed_1812140441	0.0077559484704557	22.463530579964967	0.0		0.112154	0.633182	81.951469	0.97107	0.112154	0.216359
8s79	seed_3163119785	0.0076679916516637	22.20586067452037	0.0		0.134391	0.634129	81.76432	0.96959	0.134391	0.234339
8s79	seed_958682846	0.0068849727847439	23.38947662014185	0.0		0.119785	0.647996	82.319595	0.969323	0.119785	0.225428
8sdf	seed_1181241943	0.0300406085951398	9.686460307671773	0.0	0.0185580185491804	0.509585	0.610566	86.490776	0.603629	0.153821	0.529781
8sdf	seed_1812140441	0.0219189169611056	13.255081040646155	0.0	0.0205856832350039	0.474724	0.575346	85.293961	0.645851	0.137064	0.494848
8sdf	seed_2746317213	0.0238632922846038	15.51416156240404	0.0	0.0245960444513339	0.486107	0.584427	85.466499	0.639533	0.139546	0.505771
8sdf	seed_3163119785	0.0184287385989571	16.82674895075505	0.0	0.0156251893702613	0.49653	0.598423	86.1017	0.626727	0.134955	0.516908
8sdf	seed_958682846	0.018616064065094	16.24843275027711	0.0	0.0174733280915049	0.492562	0.59626	86.352951	0.613065	0.125329	0.513302
8sfs	seed_1181241943	0.0381764009860677	8.55706241929764	0.0384615384615384		0.47609	0.776885	88.394997	0.532355	0.47609	0.536249
8sfs	seed_1812140441	0.0657608193767942	7.255293393554977	0.0961538461538461		0.515227	0.788795	88.881683	0.526998	0.515227	0.569941
8sfs	seed_2746317213	0.0508366751159131	7.499206933911944	0.0576923076923076		0.456643	0.766452	88.487549	0.536538	0.456643	0.518605
8sfs	seed_3163119785	0.0454706599284692	7.5308235231586576	0.0384615384615384		0.442	0.756748	88.770226	0.531641	0.442	0.504949
8sfs	seed_958682846	0.0669070862934478	7.112998431822923	0.0961538461538461		0.354601	0.730016	87.663132	0.572375	0.354601	0.429684
8sfx	seed_1181241943	0.830616214272875	0.6595882053810795	0.7142857142857143		0.469357	0.773332	89.736481	0.494455	0.469357	0.530152
8sfx	seed_1812140441	0.9184436289956484	0.5509565407165574	0.9047619047619048		0.847359	0.907421	92.096764	0.378702	0.847359	0.859371
8sfx	seed_2746317213					0.849659	0.910408	92.440437	0.372855	0.849659	0.861809
8sfx	seed_3163119785					0.866257	0.914913	92.195091	0.369504	0.866257	0.875988
8sfx	seed_958682846	0.9082622294602496	0.5724617174871128	0.9047619047619048		0.875308	0.919511	92.687744	0.361739	0.875308	0.884148
8sfz	seed_1181241943					0.13251	0.643137	84.558983	0.696426	0.13251	0.234635
8sfz	seed_1812140441	0.3267194923118341	2.793200668943453	0.5185185185185185		0.130212	0.645936	84.089928	0.755073	0.130212	0.233357
8sfz	seed_2746317213	0.3872101128673653	2.561390432677531	0.5925925925925926		0.122906	0.64712	83.899086	0.763385	0.122906	0.227749
8sfz	seed_3163119785					0.200547	0.677685	85.493484	0.67447	0.200547	0.295975
8sfz	seed_958682846	0.0240652589617099	11.774081383160192	0.0		0.128796	0.642566	83.898232	0.706529	0.128796	0.23155
8sgn	seed_1181241943	0.0550266984901722	10.63281548052154	0.0625	0.02721336453963	0.395092	0.549885	85.894333	0.621961	0.192165	0.426051
8sgn	seed_1812140441	0.0425089465000814	10.824416918018455	0.0416666666666666	0.025394657915965	0.406728	0.549375	85.924797	0.613871	0.20355	0.435258
8sgn	seed_2746317213	0.0374016589517437	12.211997547450348	0.0416666666666666	0.026087272740494	0.476222	0.58416	86.44046	0.584035	0.313089	0.497809
8sgn	seed_3163119785	0.0942610405843972	5.355674792340723	0.1041666666666666	0.1865370910027948	0.383676	0.532984	85.525055	0.676597	0.161866	0.413538
8sgn	seed_958682846	0.0489175319983776	10.733580467950064	0.0625	0.0260966547031146	0.4062	0.548178	85.846382	0.621807	0.207208	0.434596
8siq	seed_1181241943	0.5594710161683917	1.654208649884782	0.8181818181818182	0.218757195850105	0.632143	0.693287	88.895508	0.477177	0.650737	0.644372
8siq	seed_1812140441	0.4077584199566246	2.432273845719352	0.6666666666666666	0.0787379054156346	0.575825	0.633456	87.841942	0.513067	0.582883	0.587351
8siq	seed_2746317213	0.4988693587836838	1.9175003127834584	0.7878787878787878	0.1766639281711209	0.628276	0.671756	88.268394	0.489412	0.625309	0.636972
8siq	seed_3163119785	0.4250869642772144	2.1365350706620765	0.696969696969697	0.0678173536286848	0.556682	0.61432	87.364891	0.538348	0.57395	0.56821
8siq	seed_958682846	0.0282790553817165	14.458886530719017	0.0	0.0281493777374336	0.506246	0.618864	87.172066	0.681178	0.137038	0.52877
8sk5	seed_1181241943	0.0109957341946821	17.950832356317864	0.0		0.092143	0.599732	83.485069	0.753393	0.092143	0.193661
8sk5	seed_1812140441	0.0105824338393748	16.442886351793113	0.0		0.146908	0.622119	83.540085	0.763604	0.146908	0.24195
8sk5	seed_2746317213	0.1453096070219808	5.495712471147527	0.2608695652173913		0.137795	0.600994	82.91494	0.81404	0.137795	0.230435
8sk5	seed_3163119785	0.0208237693650831	13.337334797092112	0.0		0.177398	0.632835	84.228172	0.740273	0.177398	0.268486
8sk5	seed_958682846	0.0104314299726638	17.530019699166147	0.0		0.141483	0.620108	82.629631	0.79373	0.141483	0.237208
8slb	seed_1181241943	0.0109837827883201	16.566749352340093	0.0	0.0093609276227669	0.498924	0.603267	85.648247	0.587807	0.179651	0.519793
8slb	seed_1812140441	0.4442180160244618	2.601554186646203	0.3703703703703703	0.3660845684929076	0.497527	0.603086	85.95118	0.575586	0.169012	0.518639
8slb	seed_2746317213	0.0097465793507219	16.73460595129472	0.0	0.0088577139735693	0.491543	0.59087	85.687416	0.594747	0.190682	0.511408
8slb	seed_3163119785	0.1412427800978192	4.939660380164358	0.1111111111111111	0.2251084065023762	0.486237	0.595518	85.96843	0.581795	0.14813	0.508093
8slb	seed_958682846	0.011864310615258	16.606437056104767	0.0	0.0100442345716137	0.504849	0.608537	86.092072	0.579051	0.193338	0.525587
8sos	seed_1181241943					0.53322	0.66622	87.602554	0.4929	0.53322	0.55982
8sos	seed_1812140441	0.0730568212720375	13.684043127805284	0.0925925925925925		0.17612	0.54379	85.849937	0.562556	0.17612	0.249654
8sos	seed_2746317213					0.307745	0.58194	86.721329	0.538749	0.307745	0.362584
8sos	seed_3163119785					0.346714	0.599249	86.901894	0.526093	0.346714	0.397221
8sos	seed_958682846	0.0720397346656235	13.70603931299722	0.0925925925925925		0.163882	0.561268	85.761772	0.572597	0.163882	0.243359
8sow	seed_1181241943	0.7558022302440843	1.7070934705523102	0.9090909090909092		0.533806	0.547361	82.39814	0.876024	0.533806	0.536517
8sow	seed_1812140441	0.8160848532097426	1.3929628675064882	0.9545454545454546		0.498121	0.529158	81.857941	0.922995	0.498121	0.504328
8sow	seed_2746317213	0.1929041291259736	19.28189255999248	0.5227272727272727		0.379324	0.486136	82.934143	0.782227	0.379324	0.400686
8sow	seed_3163119785	0.1433131496796134	22.273223642935772	0.4090909090909091		0.222097	0.450642	82.727547	0.86219	0.222097	0.267806
8sow	seed_958682846	0.1902823207424884	20.058906623649637	0.5454545454545454		0.425591	0.541006	84.564125	0.689612	0.425591	0.448674
8soz	seed_1181241943	0.1875847419115324	16.547831956761005	0.4893617021276595		0.474361	0.606903	85.72805	0.79308	0.474361	0.50087
8soz	seed_1812140441	0.1924038747531239	16.833861196259754	0.5106382978723404		0.46341	0.624772	86.238106	0.816772	0.46341	0.495682
8soz	seed_2746317213	0.1995778412809166	16.86849779020993	0.5106382978723404		0.420036	0.583956	85.504967	0.851516	0.420036	0.45282
8soz	seed_3163119785	0.1833968628321785	16.490595771856068	0.4893617021276595		0.469548	0.640221	86.084419	0.814313	0.469548	0.503682
8soz	seed_958682846	0.8835117682567745	0.8074560961878767	0.9361702127659576		0.628335	0.676598	87.248947	0.779475	0.628335	0.637988
8szy	seed_1181241943	0.0386274277085779	9.41885456937826	0.0	0.0375155706356323	0.64145	0.728947	89.567741	0.509427	0.182234	0.65895
8szy	seed_1812140441	0.0515804367552791	8.601901843496824	0.0	0.0541853972040813	0.644198	0.729203	89.449379	0.503952	0.210809	0.661199
8szy	seed_2746317213	0.0454303586120949	10.385823045864434	0.0	0.042879337454023	0.651917	0.739757	89.707954	0.501712	0.196645	0.669485
8szy	seed_3163119785	0.0311073397861304	12.45454688577435	0.0	0.0315779321916833	0.630936	0.720558	89.374031	0.513313	0.159762	0.64886
8szy	seed_958682846					0.634388	0.719717	89.219925	0.526024	0.189325	0.651454
8tbb	seed_1181241943	0.5838276623673191	1.418533491936362	0.7045454545454546	0.755268270362885	0.67695	0.724708	89.091034	0.523636	0.39712	0.686501
8tbb	seed_1812140441	0.0545801954625145	10.425775896438749	0.0	0.0495546732304171	0.600339	0.672648	88.407448	0.523089	0.162222	0.614801
8tbb	seed_2746317213	0.0400376508432298	12.862362558246044	0.0	0.0435749091343961	0.590847	0.66663	88.439316	0.537025	0.117155	0.606003
8tbb	seed_3163119785	0.7780370797166195	0.8959267737575135	0.9318181818181818	0.7155124743078306	0.779514	0.781085	91.233383	0.40851	0.689713	0.779828
8tbb	seed_958682846	0.5549678770061088	1.53826738630534	0.7045454545454546	0.7265999180161175	0.693438	0.73103	89.484901	0.493165	0.454923	0.700957
